types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/ArtisticMovement108466643,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/Movement108464601,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/Surrealism108470210,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/Technique105665146,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/WikicatPaintingTechniques,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
http://dbpedia.org/class/yago/WikicatSurrealistTechniques,http://dbpedia.org/resource/Surrealist_techniques,surrealist techniques,71,154,1.0,0.0,3,4,== Poetry ==
