types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/ontology/School,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/WikicatAlabamaCrimsonTideFootballSeasons,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/Association108049401,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/Club108227214,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/EducationalInstitution108276342,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/FootballSeason115240998,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/School108276720,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/Season115239579,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
http://dbpedia.org/class/yago/WikicatSportsClubsEstablishedIn1892,http://dbpedia.org/resource/Alabama_Crimson_Tide_football,Alabama,4903,180,0.8347826387087026,0.1925597997666464,2,15,== Controversies ==
